Concepts,Positive,Negative
viewfinder,1,0
expensive_hobby,1,0
bigot,1,0
mast,1,0
machine_transportation,2,0
keep_cool,1,0
fifth,2,0
skin_cancer,0,2
balcony,1,0
reaper,1,0
rise_up,2,0
land_owner,0,1
blue_collar,1,0
plant_food,1,0
field_grow,1,0
own_land,1,0
rancher,1,0
farm_vegetable,1,0
water_crop,1,0
corn_wheat,1,0
shoe_horse,1,0
fee_animal,1,0
drought,0,2
rash,0,1
not_want_stink,1,0
smell_nice,1,0
smell_better,1,0
cleanness,1,0
masterbate,1,0
wrinkle_skin,0,1
disrobe,1,0
personal_cleanliness,1,0
warm_room,2,0
loosen_muscle,0,1
relax_muscle,1,0
feel_clean,1,0
computer_virus,1,2
sticky_floor,0,1
movie_theater,1,0
farewell,1,1
get_hurt,1,1
side_road,1,0
wed_cake,1,0
person_party,1,0
game_action,2,0
alternate,2,0
game_part,1,0
rotate,1,0
ninety_degree,1,0
maneuver,1,0
make_move,2,0
change_direction,2,0
car_action,1,1
blow_air,1,0
around_corner,1,1
move_action,1,0
angle,1,0
chance,2,0
car_movement,1,1
revolve,1,0
leave_hand,1,1
sun_shine,1,0
lyme_disease,0,1
ache,0,1
prosthesis,1,0
pass_knowledge,1,0
get_social_contact,1,0
understand_topic,1,0
themselves,1,0
spread_knowledge,0,1
start_talk,2,0
splooge,1,0
eaten_shark,0,1
need_information,1,0
might_fun,1,0
donation,1,0
donate,1,0
latex,1,0
toy_marble,1,0
affair,1,0
reach_advantage,1,0
water_feature,1,0
teach_school,1,0
use_school,1,0
joker,1,0
voluntary,1,0
mass_hysteria,0,1
stop_breathe,0,1
strangle,0,1
suffocate,0,1
feel_guilt,0,1
join_military,1,0
seek_revenge,1,1
feeling_guilt,1,1
prison_sentence,0,1
vengence,0,1
conceal_evidence,1,0
send_prison,1,0
accord,1,0
oil_tanker,1,0
load,1,0
shut_up,0,2
stillness,1,0
read_carefully,1,0
make_deal,1,0
insurance,1,0
hire_hitman,1,0
bind_agreement,1,0
legal_document,1,0
menstruation,1,0
artery,1,0
win_contest,1,0
enjoy_music,1,0
tap_toe,1,0
check_traffic,1,0
hear_song,1,0
become_relax,1,0
put_radio,1,0
catch_up_news,1,0
ring_ear,1,0
prescription_medication,1,0
north_south,1,0
fairy_story,1,0
soul,1,0
fly_high,1,0
drop_bomb,1,0
fly_helicopter,1,0
fly_plane,1,0
carry_vessel,1,0
court_trial,1,0
litigation,1,0
satchel,1,0
hold_money,1,0
mental,1,0
brief,1,0
court_action,1,0
carry_paper,1,0
carry_document,1,0
latch,1,0
upper_lower,1,0
baggage,1,0
legal_proceed,1,0
great_joy,1,0
dollar_bill,1,0
pay_goods,1,0
purchase_item,1,0
paper_money,1,0
betrayal,1,0
extra_money,1,0
buy_gas,1,0
broken_leg,0,1
participant,1,0
continue_story,1,0
finish_book,1,0
unattractive,1,0
make_movie,1,0
oxycontin,1,0
pigeon,1,0
type_art,1,0
piece_art,1,0
honore,1,0
lincoln_memorial,1,0
tribute,1,0
art_object,1,0
idol,1,0
sculpture,1,0
greek,1,0
landmark,1,0
weep,1,0
cry_hard,1,0
pitcher,1,0
appear_smart,1,0
read_music,1,0
callus,1,0
appreciate_music,1,0
person_listen,1,0
lovely_music,1,0
love_music,1,0
music_lover,1,0
tune_instrument,1,0
lot_practice,1,0
dedication,1,0
polish,1,0
shiny_surface,1,0
ethnicity,1,0
paint_nail,1,0
remove_paint,1,0
shine_sun,1,0
use_clean,1,0
sail_sea,1,0
take_deep_breath,1,0
shout_top_voice,1,0
nerve,1,0
modesty,1,0
dry_hair,1,0
wipe,1,0
spire,1,0
look_out,1,0
receive_signal,1,0
cost_fortune,1,0
political_statement,1,1
big_game,1,0
open_gift,1,0
say_thank,1,0
mind_state,1,0
ocean_tide,1,0
crescent,1,0
small_earth,1,0
no_sun,0,2
long_away,1,0
around_earth,1,0
radiant,1,0
round_orb,1,0
night_sun,1,0
night_vision,1,0
do_anything,1,0
craft,1,0
grain_sand,1,0
native_american,1,0
doctor's_office,1,0
syringe,0,2
plunger,1,0
lecture_hall,1,0
none,1,0
competitiveness,1,0
extermination,1,0
genocide,1,0
kill_bug,1,0
emergency_ward,1,0
vegetable_field,1,0
green_garden,1,0
green_stuff,1,0
stain_clothe,1,0
golf_course,1,0
lawn_green,1,0
mow_lawn,1,0
usual_green,1,0
cold_outside,1,0
flavorful,1,0
use_mouth,1,0
savor,1,0
yum_yum,1,0
sweet_sour,1,0
bud,1,0
send_jail,1,0
immunity,1,0
tedium,1,0
want_buy,1,0
walk_drive,1,0
that_person,1,0
buy_stuff,1,0
write_list,1,0
lose_wallet,1,0
find_park_space,1,0
buy_bread,1,0
purchase_grocery,1,0
buy_milk,1,0
buy_need,1,0
mean_transport,1,0
semicircle,1,0
directory,1,0
misspell,0,2
embassy,1,0
store_document,1,0
healthful,1,0
clear_mind,1,0
calm_mind,1,0
glimpse,1,0
temporary_home,1,0
place_person_live,1,0
enter_courtroom,1,0
determine_guilt_innocence,1,0
may_cry,1,1
accuse,1,0
call_witness,1,0
use_brake,1,0
list,1,0
make_up_element,1,0
sleep_sometimes,1,0
settle_dispute,1,0
person_love,1,0
love_family,1,0
garden_vegetable,1,0
swallow_semen,1,0
follow_instruction,1,0
remember_date,1,0
deduction,1,0
file_complaint,1,0
dance_well,1,0
ours,1,0
burn_hot,0,1
duh,1,0
warm_house,1,0
sol,1,0
dry_wet_clothe,1,0
amount_nothing,1,0
pulpit,1,0
orate,1,0
lectern,1,0
chapel,1,0
ovary,1,0
restore,1,0
faith,1,0
forgiven,1,0
live_forever,1,0
confess_sin,1,0
adopt_child,1,0
terrible_event,1,0
solitude,1,0
insignia,1,0
symbolic,1,0
poll,1,0
pledge,1,0
emblem,1,0
touch_ground,1,0
drape,1,0
make_out_fabric,1,0
make_fabric,1,0
flab,1,0
hair_care_article,1,0
enjoy_life,1,0
preparedness,1,0
chase_dog,1,0
newspaper_article,1,0
rather,1,0
but,1,0
contrary,1,0
than,1,0
newscaster,1,0
wear_makeup,1,0
funny_joke,1,0
all_right,1,0
affirmation,1,0
interest_job,1,0
find_out_truth,1,0
feel_awe,1,0
make_new,1,0
clever,1,0
read_science_book,1,0
girl_boy,1,0
observe_nature,1,0
write_notebook,1,0
conduct_experiment,1,0
science_book,1,0
expedition,1,0
quest,1,0
home_build,1,0
moat,1,0
defensive,1,0
fort,1,0
stronghold,1,0
fortification,1,0
squash_bug,1,0
a_way,1,0
like_street,1,0
checkbook_holder,1,0
excite_game,1,0
ball_game,1,0
ball_sport,1,0
person_break_law,0,2
circle_prey,1,0
spot_prey,1,0
kill_deer,0,1
use_gun,1,0
hurt_animal,0,2
bone_chicken,1,0
point_out,1,0
solve_equation,1,0
mastercard,1,0
take_shit,0,2
mass_measure,1,0
measure_pound,1,0
heavy_object,1,0
weight_machine,1,0
how_big,1,0
measurement_unit,1,0
unit_measure,1,0
heaviness,1,0
improve_vision,1,0
spectacle,1,0
cloud_mind,1,0
amnesia,0,1
damage_body,0,1
many_useful,1,0
stainless_steel,1,0
dale,1,0
grassy,1,0
elevate,1,0
geographic_feature,1,0
crest,1,0
land_form,1,0
landscape_feature,1,0
land_formation,1,0
high_land,1,0
dollar_sign,1,0
x-ray_machine,1,0
come_house,1,0
arrive_late,1,0
bigotry,1,0
lime,1,0
reflect_image,1,0
bus_terminal,1,0
arrive_home,1,0
journey_far,1,0
near_destination,1,0
make_wine,1,0
intimate,1,0
go_kiss,1,0
feel_love,1,0
marry_kid,1,0
saga,1,0
end_happily,1,0
begin_end,1,0
break_news,1,0
bed_time,1,0
never_end,1,0
roman,1,0
relate,1,0
small_book,1,0
near_end,1,0
curb,1,0
like_car,1,0
fly_through_air,1,0
transport_person,1,0
cool_air,1,0
windy,1,0
unusual,1,0
destroy_property,0,2
sell_buy,1,0
high_temperature,1,0
find_mall,1,0
stock_merchandise,1,0
sell_book,1,0
card_type,1,0
govern_peasant,1,0
live_castle,1,0
country_leader,1,0
state_head,1,0
emperor,1,0
royal_leader,1,0
gentle,1,0
thoughtful,1,0
niceness,1,0
rochester,1,0
produce_musical_sound,1,0
strum,1,0
country_band,1,0
new_orlean,1,0
math_class,1,0
make_drawing,1,0
measure_angle,1,0
right_angle,1,0
terrify,0,1
stop_activity,1,0
breathlessness,0,1
see_psychiatrist,0,1
not_breathe,0,2
smoke_cigarrette,0,2
shortness_breath,1,0
precaution,1,0
caution,1,0
transit_card,1,0
transit,1,0
get_train,1,0
star_movie,1,0
bottom_shoe,1,0
subway_pass,1,0
wallet_purse,1,0
bandit,1,0
box_office,1,0
calamity,0,1
damsel,1,0
sugary,1,0
learn_computer,1,0
physic,1,0
make_sure,1,0
rational,1,0
want_badly,1,1
obligation,1,0
economics,1,0
threat,1,0
mosquito_bite,1,0
weather_nice,1,0
take_clothe,1,0
sense_joy,1,0
enjoy_fresh_air,1,0
dress_occasion,1,0
look_night_sky,1,0
lock_front_door,1,0
karate,1,0
foot_action,1,0
demon,0,1
fallen_angel,1,0
enough_eat,1,0
poor_eyesight,0,1
own_car,1,0
dog_pet,1,0
irrational,1,0
wart,1,0
crowd_room,1,0
attempt,1,0
goal,1,0
great_time,1,0
happine,1,0
ear_work,1,0
machinery,1,0
burden,0,1
heavy_weight,1,0
surround_water,1,0
land_area,1,0
cultural,1,0
large_area,1,0
divide_country,1,0
passenger_terminal,1,0
equestrian_sport,1,0
monastery,1,0
nun,1,0
vaccine,0,1
domain,1,0
how_far,1,0
land_measurement,1,0
wide_open,1,0
comment,1,0
prompt,1,0
seek_answer,1,0
conjecture,1,0
rhetoric,1,0
retort,1,0
maternity_ward,1,0
dentist's_office,1,0
wait_until_turn,1,0
fix_computer,1,0
able_use,1,0
find_out_problem,1,0
geek,1,0
close_case,1,0
buy_new,1,0
may_break_fingernail,0,1
short_circuit,0,1
table_chair,1,0
gossipe,1,0
admission,1,0
enter_area,1,0
count_person,1,0
car_accident,0,2
good_review,1,0
alias,1,0
proper_name,1,0
juicy,1,0
sell_grocery_store,1,1
eaten_raw,1,0
cease_fire,1,0
stay_calm,1,0
paradise,1,0
strive,1,0
wear_necklace,1,0
naughty,1,1
feel_inferior,0,1
date_woman,1,0
look_scary,1,1
martian,1,0
boy,1,0
heavy_paper,1,0
miner,1,0
fiat,1,0
use_jewelry,1,0
cpu,1,0
encompass,1,0
enlist,1,0
exclusion,1,0
rubber_ducky,1,0
sexual,1,1
acid,0,1
certification,1,0
circle_part,1,0
protractor,1,0
measure_heat,1,0
temperature_measurement,1,0
graduation_ceremony,1,0
temp,1,0
temperature_measure,1,0
deed,1,0
heat_measure,1,0
scroll,1,0
kangaroo,1,0
spherical_shape,1,0
hospitalize,1,2
electrical_unit,1,0
outlet,1,0
electric_car,1,0
cheerleader,1,0
lottery,1,0
catch_fly,1,0
eat_insect,0,1
hop,1,0
not_want,0,1
freak_out,1,0
good_night_sleep,1,0
turn_head_cough,1,0
wear_clean_underwear,1,0
profound,1,0
cure_illness,1,0
think_sick,1,0
fail_exam,0,1
make_doctor_appointment,1,0
schedule_appointment_doctor,1,0
find_out_healthy,1,0
check_up,1,0
roller_coaster_ride,1,0
away_crime,1,0
connie,1,0
become_cultured,1,0
learn_new_idea,1,0
new_experience,1,0
sight_see,1,0
misunderstanding,0,2
visa,1,0
sightsee,1,0
bad_grade,0,2
wear_short,1,0
get_out_breath,1,0
wear_comfortable_clothe,1,0
heavy_breathe,1,0
feel_fit,1,0
tie_shoe,1,0
ambition,1,0
stress_relief,1,0
lower_stress,1,0
wear_run_shoe,1,0
put_jog_shoe,1,0
sweat_lot,0,1
warm_down,1,0
bring_dog,1,0
leg_cramp,0,1
help_sleep,1,0
breathe_fast,1,0
stretch_muscle,1,0
put_sneaker,1,0
run_shoe,1,0
put_tennis_shoe,1,0
limber_up,1,0
better_shape,1,0
expend_energy,1,0
see_neighbor,1,0
wear_good_shoe,1,0
twist_ankle,0,1
good_shoe,1,0
might_tire,1,0
dog_chase,0,1
become_physically_fit,1,0
fitter,1,0
wear_proper_clothe,1,0
live_apartment,1,0
write_novel,1,0
address_envelope,1,0
ribbon,1,0
type_letter,1,0
old_technology,0,1
tack,1,0
push_pin,1,0
cork,1,0
catch_wind,1,0
unbeliever,1,0
minnow,1,0
many_fruit,1,0
antioxidant,1,0
soundstage,1,0
movie_studio,1,0
film_studio,1,0
record_music,1,0
banknote,1,0
day_off,1,0
annual_celebration,1,0
feeling_hurt,0,1
bad_time,0,1
prisoner_war_camp,1,0
right-wing,1,0
send_signal,1,0
word_frequently_misspell,1,1
ridiculous,1,0
random,2,0
greek_god,1,0
neat,1,0
steam_engine,1,0
gnaw,1,0
nibble,2,0
mysterious,1,0
tidbit,1,0
good_intention,1,0
keep_go,1,0
hairstyle,1,0
poodle,1,1
bind_together,1,0
unbearable,0,2
field_ball,1,0
question_start,1,0
refresh_memory,1,0
increase_heartrate,1,0
babysit,1,0
better_cardiovascular_health,1,0
perspire,0,1
start_sweat,1,0
turn_off_computer,0,1
exercise_muscle,1,0
breathe_deeply,1,0
clog,1,0
spring_leak,1,0
carry_water,1,0
cat_purr,1,0
blue_steel,1,0
plasma,1,0
longevity,1,0
utter,1,0
mumble,0,2
phobia,0,1
feel_afraid,1,0
cause_stress,0,11
big_monster,0,1
cape,1,0
human_condition,1,0
mental_illness,0,1
feat,1,0
remote,1,0
geometrical_shape,1,0
burglary,0,1
fricative,1,0
ridicule,1,0
can_do,1,0
almond,1,0
ecstasy,1,0
happy_feel,1,0
happy_emotion,1,0
ode,1,0
ecstatic,1,0
pleasant_emotion,1,0
increase_income,1,0
run_errand,1,0
drill_hole,1,0
nervous_breakdown,0,1
earn_paycheck,1,0
go_crazy,1,0
look_job,1,0
joe,1,0
think_ahead,1,0
male_name,1,0
run_out_breath,0,1
streach,1,0
become_wind,1,0
get_place,1,0
move_leg,1,0
great_exercise,1,0
lower_blood_pressure,1,0
listen_music_headphones,1,0
shin_splint,1,0
sore_knee,0,1
lifeboat,1,0
consider_consequense,1,0
make_right_decision,1,0
family_tree,1,0
gather_evidence,1,0
puberty,1,0
rotten_fruit,0,3
perhaps,1,0
uncertain,1,1
can_be,0,1
maybe,0,1
study_book,1,0
lucid,1,0
world_religion,1,0
cheque_book_holder,1,0
restrict_freedom,0,2
own_person,1,0
labor,1,0
labour,1,1
associate,1,0
news_reporter,1,0
communicator,2,0
high_iq,1,0
new_movie,1,0
human_truthful,1,0
trustworthy,1,0
time_limit,1,0
clutch,1,0
use_keyboard,1,0
create_program,1,0
perform_task,1,0
sunday,1,0
religious_service,1,0
religious_place,1,0
christianity,1,0
religious_purpose,1,0
worshiper,1,0
temple,1,0
listen_sermon,1,0
worship_house,1,0
altar,1,0
religious_build,1,0
every_town,1,0
place_worship,1,0
remind,1,0
steeple,1,0
worship_place,1,0
meatloaf,1,0
solid_liquid,1,1
goo,1,0
attach,1,0
texture,1,0
creamy,1,0
flour_water,1,0
mixture,1,0
computer_command,1,0
spreadable,1,0
candy_machine,1,0
ferris_wheel,1,0
outset,1,0
nice_day,1,0
stormy,2,0
prediction,1,0
change_quickly,1,0
cloud_sky,1,0
system,1,0
look_beautiful,1,0
cold_hot,1,0
hot_day,1,0
predict,1,0
verbal,1,0
verbal_contract,1,0
guarantee,1,0
combine_sound,1,0
oat,1,0
assurance,1,0
unconsciousness,0,2
bump_head,0,1
wreck,1,0
concussion,1,0
stop_move,1,0
let_body_recover,0,1
futile,0,1
not_well,0,1
collide,0,2
person_sad,0,1
fall_head,0,1
drink_drive,1,0
zoology,1,0
study_animal,1,0
egalitarian_society,1,0
transfer,1,0
initiation,1,0
fraternity,1,0
actor_actress,1,0
appoint,1,0
calendar_event,1,0
nominate,1,0
fish_food,1,0
type_food,1,0
alexa,1,0
force_other_person_not_want,0,2
good_trait,1,0
pajamas,1,0
put_ice,1,0
bake_food,1,0
bake_product,1,0
tasty_food,1,0
brownie,1,0
cupcake,1,0
sweets,1,0
nice_eat,1,0
birthday_present,1,0
show_emotion,1,0
cup_tea,1,0
pudding,1,0
bake_good,1,0
birthday_candle,1,0
calorie,0,1
round_pastry,1,0
soft_sweet,1,0
treat,1,0
frost,1,0
mix,1,0
chocolate_desert,1,0
food_bake,1,0
birthday_party,1,0
sweet_food,1,0
maroon,1,0
burgundy,1,0
pay_purchase,1,0
billfold,1,0
mention,1,0
small_cat,1,0
animal_eat,0,2
rhapsody,1,0
music_type,1,0
fall_out_bed,1,0
wipe_eye,0,1
coma,1,0
warm_color,1,0
prefix,1,0
voltage,0,3
power_source,0,3
electron,0,3
weld,1,0
generate_heat,1,1
cool_house,1,0
hurt_else,0,3
computer_company,1,0
congratulation,2,0
win_award,2,0
bus_person,0,3
stressful_job,0,3
become_extinct,0,3
enter_marathon,1,0
beautiful_woman,2,0
play_fiddle,1,0
secret_organization,0,3
math_process,1,0
math_action,0,2
mos,0,2
conquer,1,0
subtract,2,0
call_sick,0,3
might_fall_asleep,0,3
read_good_book,0,3
unemployed,1,0
take_off_shoe,2,0
massage,1,0
shut_eye,0,3
lie_back,1,0
relieve_tension,0,2
invigorate,0,3
stop_think,1,0
productive,1,1
work_pile_up,1,0
ouch,0,3
feel_pain,1,0
physical_pain,2,0
inflict_pain,2,0
hit_fist,0,3
floppy_disk,0,3
store_datum,0,3
figure_skate,1,0
hockey_stick,2,0
cut_edge,1,0
household,0,3
census,1,0
malfunction,0,2
rubble,0,2
car_wreck,0,3
inflate_tire,1,0
fill_bottle,1,1
dispense,1,0
make_copy,0,3
bind_book,1,0
glaze,2,0
play_cd,2,0
weave_cloth,0,3
human_invention,0,3
crush_ice,1,0
see_wood,2,0
pop_popcorn,1,0
scrub_floor,0,3
gear,1,0
play_tape,0,2
bottle_soda,0,2
screw_screw,0,3
lift_car,1,0
lose_memory,1,1
play_dead,1,0
wink,0,3
double,1,0
eye_close,0,2
soar,0,2
body_hurt,0,3
breezy,1,0
skin_injury,1,1
physical_injury,1,0
bandage,0,3
sour_cream,1,0
gape,2,0
boo_boo,2,0
dry_wet_hair,0,3
move_object,0,3
breeze,1,0
serious_injury,0,3
puss,0,2
small_cut,0,1
injure_person,0,1
fill_glass,1,0
red_rise,1,0
liquid_beverage,0,3
champagne,1,0
cocktail_party,0,2
store_bottle,0,2
blend,0,3
difference,1,0
passenger_ticket,1,1
rarely,1,0
team_play,0,3
find_friend,1,0
play_team,2,0
competetive,2,0
get_injure,0,3
strike_out,0,3
shin,0,1
old_coin,0,3
shinny,1,0
high_value,2,0
coin_collection,1,0
ace,0,3
jewelery_store,1,0
concern_health,0,2
fry_chicken,0,3
fry_fish,1,0
oil,1,1
person_communicate,1,0
red_indian,0,3
your,1,0
make_sweater,2,0
make_gift,2,0
knit_sweater,0,3
knot,0,3
needlework,0,3
mimic,0,3
imitate,0,1
mock,0,3
city_area,1,0
capital,2,0
washington_dc,1,0
political_division,0,3
school_division,1,0
create_help_other_person,0,2
clean_water,0,3
scrub,1,0
clean_cloth,1,1
hear_speech,1,0
old_man,0,3
not_talk,1,0
stop_listen,2,0
may_learn,1,0
stop_look,0,3
ignore_distraction,1,0
use_ear,0,2
smartness,0,3
dress_doll,1,0
hold_puppy,1,1
wear_dress,1,0
gather_flower,0,3
complement,1,0
written_communication,2,0
spell,2,0
unit_language,0,3
abc,0,3
handwritten,1,0
touch_heart,0,3
written_message,1,0
snail_mail,2,0
syllable,2,0
become_obsolete,0,3
tell_love,0,3
write_friend,0,3
episode,0,3
edition,0,1
tv_series,0,3
segment,1,0
sink_ship,2,0
explosive,1,0
bomber,0,3
drop_airplane,1,0
disposal,1,0
terrorism,0,2
start_war,0,3
destroy_building,1,0
list_item,1,1
choose_option,1,0
decide_order,0,3
uncommon,1,0
become_old,2,0
go_department_store,2,0
catastrophe,0,3
equity,0,3
equality,0,2
average,0,2
try_again,1,0
flunk,2,0
poorly,0,3
miss_out,0,3
worse,0,3
worst,1,0
most_good,2,0
go_university,1,0
read_book_subject,0,3
choose_subject,1,0
study_library,0,2
get_better,0,3
knowledge_power,1,0
high_school_student,1,1
buy_textbook,1,0
scold,0,3
somalia,1,0
booty,2,0
find_treasure,2,0
pervert,0,3
keep_well,0,3
rot,0,3
keep_fresh,1,0
look_after,2,0
spoil,1,0
buck,0,3
keep_alive,1,0
adventurer,0,2
deadly_sin,0,2
hear_funny_joke,0,3
animation,1,0
fine_art,0,3
vitality,1,0
fleet,0,2
vulnerable,0,3
opportunity,1,0
person_animal,1,1
raise_up,1,0
body_movement,0,3
hoist,1,0
bring_up,2,0
british,2,0
physic_term,0,3
upward,0,3
pull_up,0,3
watch_d,1,0
play_tag,2,0
trade_card,1,0
add_two_number,0,3
head_home,1,0
make_cry,0,2
promise_good,0,2
sun_themselves,0,3
beaten,1,0
whine,1,1
drive_crazy,1,0
learn_love_another,0,3
experience_fear,1,0
walk_school,2,0
fall_well,2,0
roll_ball,0,3
visit_grandparent,0,3
bicycle_school,1,0
thank_parent,2,0
spread_wing,1,0
watch_cartoon,0,3
smell_smoke,1,0
wind_toy,1,1
kindergarden,1,0
goofy,0,3
honor_parent,1,0
play_hide_seek,2,0
unwant,2,0
purple_color,0,3
eat_potato,0,3
throw_fit,1,0
talk_themselves,1,0
multiple,2,0
adopt,2,0
become_adult,0,3
bounce_ball,0,3
eat_spaghetti,1,0
human_offspring,0,3
born_mother,0,2
ask_many_question,0,1
listen_story,0,1
fix_breakfast,1,0
play_jack,1,0
bug_person,0,3
eat_sweet,1,0
dress_herself,0,2
buy_christmas_present,0,2
love_pet,0,3
blow_up_balloon,1,0
wear_silly_hat,0,1
like_play_game,0,3
grown,1,0
lose_key,0,2
sandal,0,3
descendant,1,0
smell_flower,1,1
battle_illness,1,0
watch_clock,0,3
either,1,0
need_go_bathroom,2,0
go_amusement_park,2,0
play_computer_game,0,3
play_paint,0,3
run_around,0,3
play_together,1,0
borrow_book_library,2,0
wet_bed,1,0
use_word,0,3
catch_butterfly,1,0
question_teacher,0,2
act_up,0,2
succeed_school,0,3
say_welcome,1,0
wipe_foot,1,1
medical_office,1,0
meet_friend_lunch,0,3
watch_sunset,1,0
pick_lock,2,0
dust_mite,2,0
make_sex,0,3
rob_bank,0,3
work_well,1,0
better_others,2,0
capable,1,0
achievable,0,3
disney,1,0
original,1,0
leave_work,0,3
for,1,0
from,2,0
against,2,0
kill_chicken,0,3
hound,0,3
much_energy,0,3
foe,1,0
water_area,2,0
small_lake,1,0
meeting,0,3
mayor,1,0
fell,0,2
viewpoint,0,2
wind_up,0,3
spring_up,1,0
baseball_diamond,1,1
wonderful_feel,1,0
good_emotion,0,3
bobby_pin,1,0
peso,2,0
bothersome_insect,2,0
gnat,0,3
annoy_bug,0,3
roach,1,0
prove_point,0,2
trivia,0,2
appear,0,3
departure,1,0
present_award,1,1
star_war,1,0
